age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,Backgound,randg,ID
52,Self-emp-not-inc,72257,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{DEC89EBB-01D6-4161-9EF6-095CE06F2D54},6524
45,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,White Male,{B6F488ED-567B-42B3-B365-095D35AFD411},1724
18,Private,169745,7th-8th,4,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,White Female,{BF485500-6A4E-409E-8705-095E1CF72D99},18735
33,Private,323811,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,White Male,{6F8A3765-9B13-4076-8491-095EDA0297B7},31242
47,Local-gov,128401,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,White Female,{55925FD1-8D1B-471E-8C24-095F9D02D2A0},28894
70,Self-emp-inc,232871,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,White Male,{6FD8C9E1-C9E7-45F2-9DEA-096189BDA135},26422
30,Private,248588,12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,White Female,{E5E55DF4-A998-4C38-8B05-0961AD91D206},15080
42,Private,386175,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,White Male,{40CC9408-687A-40E3-A554-09638D697D79},30736
36,Private,32709,Some-college,10,Divorced,Sales,Not-in-family,White,Female,3325,0,45,United-States,White Female,{801FA3F1-A763-4BBD-A240-0963CBFBDC00},13568
42,Private,274913,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States,White Male,{6A415624-D308-4216-97E9-0964F0A907A1},27188
27,Private,408623,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,White Male,{876E8466-7851-4E74-8191-09659D023EDE},10520
61,Private,160037,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,White Male,{E9733CD3-9304-49D9-80E5-09675E9C3C55},3300
40,Private,146659,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,White Male,{95CCF8C3-1F5F-4C72-9E2B-0967F5C85BA0},2920
20,Private,221955,5th-6th,3,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,White Male,{41504992-57C9-43FF-A2AD-096C29920B0F},3514
48,Private,159854,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,White Male,{1A8B4208-8FB1-46B7-9D4D-096E26DFF1D5},22674
27,Private,165365,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,Laos,Asian-Pac-Islander Male,{85EC8F89-C2CD-4D5F-BC79-097312E0B9D3},13225
33,State-gov,175023,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37,United-States,White Male,{C202708A-E173-4808-959F-0973983EE3FF},16195
35,Private,38948,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{DFECFAB2-9FF1-432F-9FFF-097919B0AB7D},7017
26,Private,244495,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,White Male,{2E19F091-F847-46AD-87E3-097A58A9BB90},29051
50,Private,226735,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,United-States,Black Male,{8296F48F-3CAF-4766-9023-097A5A140F09},17457
50,Self-emp-not-inc,27539,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,40,United-States,White Male,{2602591F-EFEB-4779-92F8-097BF7B22DE1},26596
20,Federal-gov,178517,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,White Male,{17FF3F4E-EF47-465C-83B5-097D31327FE5},12355
19,Private,187570,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,White Male,{36F5C92F-F60B-45E4-B43B-098050BFE404},11566
26,Private,94652,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,Amer-Indian-Eskimo Male,{D945237E-F9BC-4730-9FBB-0981182991AC},8604
45,Private,295046,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,White Male,{84F12330-16F9-4260-9C2C-09817D5A50D6},11635
25,Private,1484705,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,25,United-States,White Female,{29AC210D-3A39-487D-B618-0982CAE580B8},16992
43,Private,282069,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,United-States,White Male,{41C99719-3DD4-4522-8518-0984452F92EA},31656
51,Private,30008,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,White Male,{D7A35051-5978-4B1B-806B-09893AC672E4},5845
37,Private,359591,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{298E2797-D092-499F-81FF-098A00092FAA},12528
47,Self-emp-inc,337050,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,White Male,{0FC2CF29-2BA8-4114-BB3D-098B089F2D9E},29027
44,Private,79531,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{4CCC48D4-7132-47A8-AE84-098BE451EF51},16328
39,Private,216149,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,White Male,{9E231944-03C5-4E9E-B0BF-098CB940189A},10138
27,Self-emp-not-inc,107846,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,30,United-States,White Male,{BD53E099-6C08-4679-B6AC-098CEF0944C3},15961
27,Private,197380,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,White Male,{CD5B82C9-A0B5-4298-ABBD-098F36EA3F08},22369
19,Private,236879,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,White Female,{82428291-3DA7-432D-8065-0991812492EB},21018
42,Private,325353,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,42,United-States,White Male,{0543336C-98BB-4E86-80E4-09925298FD79},14956
29,Private,270379,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,Black Female,{AA5825B5-C3EA-4DCA-9E0B-0992574329BB},6885
60,State-gov,165827,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,White Male,{865347A7-A5BB-4072-BF8E-0999059BC773},30464
42,Private,284758,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,White Female,{7358169B-5006-484D-AD17-099F6376D537},32541
35,Private,177121,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,White Female,{69695E76-F6E0-43C9-8B5A-09A0FF0C4265},2495
35,Self-emp-inc,111319,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,White Male,{0DB1CE6F-2A5B-464A-A0A1-09A31F062526},23782
58,Private,285885,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,White Female,{FAC0F15B-5967-43B0-8778-09A50040E10D},3226
40,State-gov,140108,9th,5,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,Black Male,{142568A5-4A72-4219-918E-09A54ABA2E47},20173
31,Private,117507,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,White Male,{A98EAF70-FB27-4BA1-A9B7-09A757BC00EE},17752
48,Private,331482,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,White Male,{3640E52B-2DF0-4B9C-A5BB-09A7CAFAFE0D},3092
32,Private,348152,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,White Male,{A7AD29EE-D29B-4729-A272-09A8DEE40D69},13129
50,Private,178596,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,1408,50,United-States,White Male,{158A9499-3388-4800-A41E-09AA33467204},22167
46,Federal-gov,106252,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{6751C017-5AB9-437D-AC5C-09AFB717530C},12230
27,Private,224849,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{333A39B1-AB09-4582-8719-09AFED60794F},21690
35,Private,296478,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,White Male,{B11BEBAE-D8BC-4AD8-8D7E-09B3319802DC},28531
35,Private,110538,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,White Male,{2DD9C7AE-7B9C-40F7-839C-09B33EC83D70},28920
58,Private,312131,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,White Male,{2DEB6B74-1FBD-465D-B625-09B46AF68AEA},7873
43,Private,125833,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,Asian-Pac-Islander Male,{AF1F1F1A-AB8C-43E5-9AAE-09B5BFDAEA02},11608
39,Private,97136,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,Black Female,{9369F553-18D0-4548-98CC-09B628D88E6B},10151
42,State-gov,102343,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,72,India,Asian-Pac-Islander Male,{B5FEB54D-93B6-47CB-82A6-09B6488687A1},9796
38,Private,110402,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,White Male,{64B5F43A-89D8-4849-AFF9-09B6FDBBDF49},19014
34,Local-gov,93886,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,46,United-States,White Female,{7554C19B-1583-429D-A625-09B75A49B561},27985
19,Private,414871,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,White Male,{49334664-7581-411C-86D9-09BD1315A765},2381
17,Local-gov,192387,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,White Male,{8D2B9E15-1BC6-47DE-9CBB-09BD5342FB91},28682
55,Private,169071,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,White Female,{9B5A358D-8451-49F9-8022-09C18208B8F2},26552
29,Private,91189,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,White Male,{13A84BC0-9C29-401C-AF7B-09C24F91C220},29099
48,Private,114561,Bachelors,13,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,36,Philippines,Asian-Pac-Islander Female,{C5F43E72-339E-402F-B5ED-09C4DDD6F37C},14502
21,Private,188073,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,Black Female,{4F4DCD41-5F22-40F4-B44F-09C56D381BA4},15503
24,Private,200295,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,White Male,{9C09148D-DFA1-4A00-A442-09C751257DD7},13858
37,Private,125550,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,14084,0,35,United-States,White Female,{51143096-1F61-47F4-953A-09C83ACEF810},17567
40,Private,208277,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,White Female,{47363505-C1CB-457C-AEEE-09CBC28A7D5F},30316
47,Self-emp-not-inc,330416,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,White Male,{3B37EBF9-62F4-43F4-9D1C-09D06B491382},30664
50,Self-emp-not-inc,114758,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,4416,0,45,United-States,White Male,{6AEF60FB-8949-4965-9C91-09D2535B9D3A},20376
53,Private,149650,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,2559,48,United-States,White Male,{DCA7454E-D9FD-436B-8D0F-09D418A35942},12325
57,Private,266189,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,White Female,{808E40B7-D028-4075-B11F-09D4DD61AED9},18187
27,Private,109611,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,Portugal,White Female,{66EC7E5A-DCF4-45BD-BE90-09D9F5E63BE5},13028
28,Private,189530,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{8B47B2C1-A77B-4600-8586-09DBD26C955C},16615
44,Private,164678,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,White Female,{27D522DE-5BAC-4A74-A382-09DC5C93A5AE},12901
61,Private,180382,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3411,0,45,United-States,White Male,{A0B18FF1-203B-4386-BE7F-09DE1AA296DD},27502
31,Private,113838,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,White Male,{3CF0629B-0DCF-4A76-87A6-09DF4759E267},24034
64,Private,60940,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,8614,0,50,France,White Female,{BF97E113-33AD-453F-8AA5-09DFA610903C},30508
33,Private,225507,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,White Female,{89EB2E69-F415-4E30-A56E-09E0EAE571D5},32522
23,Private,208908,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,White Female,{AEDF71D8-F2F8-4EA8-A08B-09E14A33C741},30232
42,Private,54202,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520,0,50,United-States,White Male,{AD60DF25-A361-4BE8-950A-09E259920BE9},17185
29,Private,131088,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,White Male,{2AEA22B0-DF9E-433C-B3DA-09EA28CC11D3},25216
25,Local-gov,227886,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,White Male,{29ADCAED-6105-48FF-8E16-09EABBBB7EDD},21545
18,Private,446771,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,White Male,{8442EE64-6234-4AE2-BE06-09EB2CCA2EAB},15803
36,Federal-gov,47310,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,Black Female,{EFDA816E-7C65-4FED-9BBB-09F174D9C0DE},23292
36,Local-gov,127772,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,White Male,{847F23C7-CD41-40BD-972B-09F45CC3BB44},16649
61,Private,105384,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{E628D5EA-8C9B-4EEA-9BFD-09F4A8481B8F},22043
23,Private,181557,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,Black Male,{83FFB7BC-EA47-43C9-9E29-09FB6326E06B},11858
33,Private,59944,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,White Male,{DBB03B2E-DF0F-40C4-B40A-09FC246E86D2},28774
28,Private,224964,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,White Female,{BE88CA05-E25C-476F-91ED-09FE3669F359},1482
43,Self-emp-inc,602513,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,White Male,{C22D1108-2059-425A-A4D0-0A007E5F2B1C},27648
51,State-gov,231495,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,White Male,{8F2547FD-7817-40BE-AC8F-0A008CE9719B},24326
25,Private,190107,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,White Male,{E9E4A913-38A2-4895-994D-0A018D87DD40},1504
17,Private,198124,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,White Male,{68FB5116-CCAA-4099-B065-0A032448FE7F},2749
62,Private,218009,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,White Male,{FCDC93B5-7023-4FBF-BB2B-0A06427A00ED},7090
40,Private,103395,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,White Male,{DA6EFD03-EBE6-4CA1-8224-0A0BFACE3759},6352
55,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,Amer-Indian-Eskimo Female,{59F7E13F-5431-41BE-8C93-0A0C4C1D027C},359
36,Private,190759,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,White Male,{6E301419-320A-4FBE-BB52-0A0E071A37F1},4466
61,Private,273803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{A85BDABB-0136-484A-A0FF-0A1082979108},15153
56,Private,142182,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,White Male,{F6EBE22E-A1BB-45C5-BEE9-0A12121BB7C3},1354
43,Private,339767,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,England,White Female,{8633B375-AADA-42BC-AC63-0A145E322907},18955
19,Private,119964,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Female,0,0,15,United-States,White Female,{3C2D346A-B7CD-4E4A-A2FB-0A14CE6062CC},30872
39,Private,117381,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,White Male,{D3138CBA-E334-4EC6-883F-0A153284E7FA},30878
46,Private,102597,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,White Female,{0BDEFD4E-4EC8-443F-A28D-0A167D32250A},11958
50,Private,200960,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{A7CB22DB-B030-4685-9961-0A1A615F18BF},17234
48,Private,202117,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,34,United-States,White Female,{979D6207-E083-4E50-BE1C-0A1B1D6D9A83},5384
34,Private,187203,Assoc-acdm,12,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,White Male,{B1BFBD6B-7C38-4BDA-8A47-0A1C4169DEEB},21774
28,Private,595088,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,63,United-States,White Male,{BB3856C5-2C41-4862-9175-0A1C57F36CED},25891
38,Local-gov,185394,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,White Female,{3700B8F9-EAA6-49A4-AA30-0A1E96B4267F},9621
60,Private,116707,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,White Male,{EAE24ACC-5CAA-4289-A2AB-0A20E9A7F594},22842
45,Federal-gov,201127,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States,White Male,{27F15434-323F-4012-912B-0A22A474B97D},25325
28,Self-emp-not-inc,183523,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Hungary,White Male,{0EDD8EB5-9148-4938-A5C0-0A246FE348F4},18097
52,Self-emp-inc,90363,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States,White Male,{F6DAB8D3-C725-4E6A-8AB7-0A2481D66C1B},5423
25,Private,208117,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,White Male,{2DC5C537-1496-4A83-BB33-0A270CDC5F48},18905
41,Private,125831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States,White Male,{7F73CBEF-D53D-4E71-B1AC-0A270DBFD8D6},2630
49,Private,80914,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,White Male,{E936D0E8-E785-4FC0-B247-0A28370B35FA},19998
24,Private,127139,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,White Female,{3198D536-ADFF-44FB-A4CF-0A2BD1CC855E},10676
31,Private,215297,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,White Male,{3EDC8D75-C321-40E7-9A5D-0A31E2C11FDC},12853
25,Private,299908,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,Black Female,{2ECA8358-24DB-4D48-8F57-0A35257C49BF},24621
60,Self-emp-not-inc,95490,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,White Male,{6E9D59CD-C14C-486B-95EE-0A3C56E36FDF},27843
32,Private,256362,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{3CEE1DE3-42BD-4467-A2B3-0A408E62A21C},4202
28,Private,171133,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,White Female,{CF06B90A-693F-4348-A879-0A40E0EB9CC4},31659
20,Private,70708,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,White Male,{55461724-D7BD-4878-8B95-0A40EDF08277},27792
48,State-gov,212954,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,White Male,{300D47DE-6445-4EB1-A92F-0A4ABE74F1BF},15830
53,Federal-gov,276868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,White Male,{DD489391-17A5-4A2E-BAF0-0A4ABF5FD868},1363
27,Self-emp-not-inc,114225,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,White Male,{A810B310-AEA0-42A5-BCEC-0A509E6ADF39},15836
39,Private,346478,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,White Male,{F71BCA81-23D3-436A-AFBD-0A57E5B3AFA5},3737
53,Private,263729,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{62EC7AD4-1F46-4A27-96C0-0A57EEA80D99},4629
53,Private,223660,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Male,6849,0,40,United-States,White Male,{640C0025-CB32-487E-895F-0A5B612AF228},12019
42,Private,202188,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,1741,50,United-States,White Female,{BC8F3CBA-10F9-440B-8B8E-0A5DA59BCDC0},27529
41,Private,116797,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,White Male,{40EA3467-45A4-4C06-A5D8-0A626BA490E0},20502
39,Private,172538,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,White Male,{A8030DDD-24B4-4AFF-8EEF-0A63178BB49A},26025
26,Private,357933,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,White Female,{299D6F70-7087-4059-B80C-0A65DA0BB2B5},22316
36,State-gov,137421,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37,Hong,Asian-Pac-Islander Male,{2E72B8D3-AAAD-4D06-9F24-0A693F416009},17164
31,State-gov,255830,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,Black Female,{A9630AC5-7A90-4657-AE48-0A6B74E365CC},2102
29,Private,290740,Assoc-acdm,12,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,White Female,{0C2C2ADA-0690-45CA-8119-0A6C80974FD5},1444
46,Private,377401,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,70,Canada,White Male,{6C7CDBDA-7572-4F0E-913A-0A6DD3308E1A},6017
45,Private,117310,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,46,United-States,White Female,{59583EC4-156B-4F3F-8C3F-0A6E71F52817},8445
41,Self-emp-not-inc,223763,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,White Male,{01F424B6-0C6B-4539-936A-0A6FBDEF3A10},10383
30,Local-gov,131776,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{D05AFF27-299C-467F-AF71-0A70F1391CB9},2914
53,Private,182855,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,White Female,{E4654B48-3B3A-4A52-AF0F-0A72446A709D},25199
34,State-gov,355700,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,White Female,{5FCC296C-841D-4382-859B-0A72D7A0B656},17293
53,Private,31460,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,White Male,{B826F5E8-E05C-45D4-B915-0A746D3DE006},4286
37,Local-gov,249392,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,White Male,{65D14753-F0E0-468B-B05F-0A75A2C7AD2B},20298
35,Self-emp-not-inc,169426,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{C614943C-7865-4ACB-8244-0A787B548FE8},5170
35,State-gov,35626,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,White Female,{DA9891CA-0163-4445-B0C8-0A7B79A6E492},4219
20,Private,115824,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1573,40,United-States,White Male,{C53A0EF5-6C09-4AC7-96FF-0A7CFC0F0D88},7051
47,Private,120131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,White Male,{34796777-EA62-4789-A74A-0A7E117B3714},20402
36,Private,218490,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Germany,White Male,{BC5BFF1C-7EE2-4F98-96DE-0A84EC10263E},27491
25,Private,441210,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,White Male,{459973DE-46A8-4B27-B77B-0A89632BF826},17213
39,Private,52645,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,White Female,{3191127F-F3BC-4DBD-8EBE-0A8EDC8A0771},2311
38,Private,54317,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,White Male,{319AC381-76F3-446A-B723-0A918686587F},29521
28,Private,175262,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,White Male,{FAC9C111-6676-4A85-A150-0A92FFD19E75},30951
27,Private,147340,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,White Female,{1E095178-B3D4-47FD-8E47-0A933C845396},13410
38,Private,343403,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,White Female,{12FFAC0D-993F-4AAA-A701-0A975F7E67BE},7306
43,Self-emp-inc,82488,Bachelors,13,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,Asian-Pac-Islander Female,{9632E575-0DF9-406B-8808-0A9997E0C5D6},22748
53,Self-emp-not-inc,192982,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,United-States,White Male,{DC27E9DD-D3F9-4B29-AC11-0A9CD4CDA692},826
45,Local-gov,203322,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,White Female,{6C5C2D79-A6F4-4661-9E1C-0AA1C06F0946},3268
